sku_id,product_name,category,subcategory,brand,base_price_usd,cost_price_usd,current_price_usd,min_price_usd,max_price_usd,inventory_count,restock_days,avg_rating,review_count,weight_kg,is_active,launch_date,tags,image_url
SKU001084,LunaGear Compact Smartphones Green 173,Electronics,Smartphones,LunaGear,1067.5,488.41,981.16,512.83,1387.75,379,1.0,3.6,637,17.26,True,2023-03-20,"[""eco"", ""limited""]",https://images.pexels.com/photos/13570143/pexels-photo-13570143.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004012,RapidX Ultra Small Pink 518,Home & Kitchen,Small Appliances,RapidX,619.97,375.32,536.27,394.09,805.96,275,,3.1,4782,3.43,True,2021-02-14,"[""exclusive"", ""eco"", ""limited""]",https://images.pexels.com/photos/27009438/pexels-photo-27009438.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005718,PageTurn Pro Comics Red 864,Books & Media,Comics,PageTurn,1857.73,1011.68,1925.58,1062.26,2415.05,246,10.0,3.2,608,13.19,True,2022-07-15,"[""sale"", ""new""]",https://images.pexels.com/photos/6654177/pexels-photo-6654177.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006212,PrimePick Deluxe Stationery Gray 228,Books & Media,Stationery,PrimePick,635.26,373.72,619.24,392.41,825.84,161,,3.4,2988,19.75,True,2020-07-22,"[""exclusive""]",https://images.pexels.com/photos/7054754/pexels-photo-7054754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001401,NovaTech Pro Headphones Gray 706,Electronics,Headphones,NovaTech,972.7,417.3,947.34,438.17,1264.51,214,22.0,4.7,1884,15.6,True,2020-07-19,"[""eco""]",https://images.pexels.com/photos/13792279/pexels-photo-13792279.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006346,RapidX Pro Art Gray 473,Books & Media,Art Supplies,RapidX,1900.15,780.19,1967.77,819.2,2470.2,329,,4.5,2216,11.3,True,2023-05-24,"[""trending"", ""eco"", ""new""]",https://images.pexels.com/photos/3777878/pexels-photo-3777878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001230,FreshHub Deluxe Tablets Gold 776,Electronics,Tablets,FreshHub,1532.12,957.46,1372.59,1005.33,1991.76,71,,4.1,2421,5.26,True,2022-03-06,"[""new"", ""exclusive"", ""eco""]",https://images.pexels.com/photos/12672390/pexels-photo-12672390.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005837,SwiftMart Pro DVDs Silver 879,Books & Media,DVDs,SwiftMart,377.32,173.75,372.41,182.44,490.52,388,21.0,4.8,2163,15.07,True,2021-03-10,"[""exclusive"", ""trending"", ""sale""]",https://images.pexels.com/photos/4734716/pexels-photo-4734716.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003809,ZenHome Ultra Cleaning Pink 855,Home & Kitchen,Cleaning Supplies,ZenHome,1347.85,836.21,1395.52,878.02,1752.2,469,8.0,2.6,810,8.05,True,2021-04-18,"[""eco""]",https://images.pexels.com/photos/6160301/pexels-photo-6160301.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002498,BrightPath Premium Activewear Red 426,Clothing,Activewear,BrightPath,27.56,12.72,29.43,13.36,35.83,60,,5.0,2036,12.12,True,2023-01-23,"[""sale""]",https://images.pexels.com/photos/29242388/pexels-photo-29242388.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005958,SwiftMart Eco E-Books Silver 589,Books & Media,E-Books,SwiftMart,1214.62,561.68,1100.82,589.76,1579.01,50,25.0,4.7,2679,10.45,True,2020-02-17,"[""new"", ""sale""]",https://images.pexels.com/photos/2041891/pexels-photo-2041891.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006034,ZenHome Premium E-Books Gold 289,Books & Media,E-Books,ZenHome,1059.07,463.88,867.02,487.07,1376.79,60,20.0,2.5,3140,16.67,True,2020-01-10,"[""eco"", ""exclusive"", ""new""]",https://images.pexels.com/photos/3806168/pexels-photo-3806168.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005311,PageTurn Lite Fiction Gray 104,Books & Media,Fiction,PageTurn,1803.17,771.15,1983.22,809.71,2344.12,497,22.0,2.5,3032,17.68,True,2023-12-08,"[""exclusive""]",https://images.pexels.com/photos/19026787/pexels-photo-19026787.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005411,SwiftMart Lite Non-Fiction Silver 772,Books & Media,Non-Fiction,SwiftMart,1061.9,460.94,891.33,483.99,1380.47,422,25.0,2.8,3422,6.11,False,2021-06-13,"[""trending"", ""sale"", ""eco""]",https://images.pexels.com/photos/29013605/pexels-photo-29013605.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003655,EcoWave Smart Lighting Pink 928,Home & Kitchen,Lighting,EcoWave,840.4,355.69,842.15,373.47,1092.52,83,2.0,3.6,1851,9.47,True,2022-12-12,"[""bestseller"", ""new"", ""trending""]",https://images.pexels.com/photos/14582250/pexels-photo-14582250.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
